,date,sentiment_score,content,source
24186,2019-03-22,0.965597,【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署“粤港澳大湾区信息通信服务合作”协议，积极快速响应《粤港澳大湾区发展规划纲要》。据悉，签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。（36氪）,eastmoney
48440,2019-03-25,0.6615,"英镑/美元亚市盘初波动不大。据英国电讯报，英国首相特蕾莎·梅周日向前外交大臣Boris Johnson等议员暗示，无协议脱欧选项将被排除。
",wallstreetcn
38016,2019-03-25,0.468246,英国首相特蕾莎-梅向议员暗示无协议脱欧选项将被排除。（英国每日电讯报）,sina
39243,2019-03-27,0.644996,【港媒：香港金管局首批虚拟银行牌照将不超过四张】《苹果日报》援引未具名知情人士报道称，香港金融管理局首批虚拟银行牌照将不超过四张。据悉八个团体入围，包括渣打银行与香港电讯组合、中银香港与怡和集团组合、腾讯旗下的财付通、蚂蚁金服、WeLab、小米与尚乘组合、众安在线、平安保险旗下的壹账通。,sina
40824,2019-03-30,0.463345,【英媒：首相特雷莎·梅应尽快辞职】英国《每日电讯报》今天（30日）报道称，英国首相特雷莎·梅应该在与欧盟进行延期“脱欧”的谈判后立即辞职。报道称，特雷莎·梅应该已经明白，在与欧盟继续进行延期“脱欧”的谈判后辞职是自然而然的。她必须为了“脱欧”进程和保守党辞去首相职务。根据目前的形势，特雷莎·梅可能需要宣布提前进行大选。而通过大选在议会赢得大多数席位，从而使得“脱欧”协议获得通过的可能性非常小。（央视新闻）,sina
41147,2019-04-01,0.0972799,国际文传电讯社援引俄罗斯经济发展部的一份指令草案报道称，俄罗斯的目标是GDP年增长4%，低于1.5%将被视为对国家安全的“严重”威胁。,sina
53933,2019-04-03,0.983303,【韩国在周五正式推出5G商用服务，成为全球第一个推出5G商用服务的国家】该国的5G网络将支持三星电子新推出的5G智能手机Galaxy S10。韩国最大移动运营商SK电讯的执行副总裁Ryu Young Sang周三表示：“韩国各家电信公司提供的服务和网络，在速度和图像质量上都符合韩国客户的高标准。”（腾讯科技）,wallstreetcn
42965,2019-04-03,0.49031,英国首相特蕾莎-梅考虑让议员为各种脱欧结果排列分级。（英国每日电讯报）,sina
43045,2019-04-03,0.62607,英镑兑美元短线上扬约30点，完全收复日内稍早失地并转而上涨，暂报1.3068。据英国每日电讯报报道，英国首相May在自己的脱欧红线上软化立场。,sina
54653,2019-04-03,0.62607,"英镑兑美元短线上扬约30点，完全收复日内稍早失地并转而上涨，暂报1.3068。据英国每日电讯报报道，英国首相May在自己的脱欧红线上软化立场。
",wallstreetcn
22676,2019-04-03,0.982937, 云财经讯，韩国在周五将正式推出5G商用服务，从而成为全球第一个推出5G商用服务的国家。该国的5G网络将支持三星电子新推出的5G智能手机Galaxy S10。韩国最大移动运营商SK电讯的执行副总裁Ryu Young Sang周三表示：“韩国各家电信公司提供的服务和网络，在速度和图像质量上都符合韩国客户的高标准。”（腾讯科技）,yuncaijing
23639,2019-04-07,0.907686,云财经讯，港媒称，韩国抢先推出商业5G服务，属全球第一。美国也紧随其后，电讯商Verizon预定于11日推出5G服务，但现时真正支持5G网络的手机仅有三星Galaxy S10 5G，而美国威瑞森电信公司的行货要待至下半年才推出，可能出现“有5G网但无机用”的尴尬局面。（参考消息网）,yuncaijing
55996,2019-04-07,0.869621,"【美国用户面临“有5G网，没5G手机”窘境】港媒称，韩国抢先推出商业5G服务，属全球第一。美国也紧随其后，电讯商Verizon预定于11日推出5G服务，但现时真正支持5G网络的手机仅有三星Galaxy S10 5G，而美国威瑞森电信公司的行货要待至下半年才推出，可能出现“有5G网但无机用”的尴尬局面。（参考消息网）
",wallstreetcn
23803,2019-04-08,0.928004,云财经讯，随着三星新型5G手机上市，韩国三大电信运营商，即韩国电信公司、SK电讯株式会社和LGU+，开始为普通用户办理5G入网。8日，韩国总统文在寅称，韩国政府正在推行5G国家战略，计划于2022年初建成5G全国网络，将以5G为基础培育新的产业和服务。韩国科学技术信息通信部当天称，将于2026年前创造60万个与5G相关的就业岗位。但受制于资费高、覆盖少等现状，业界和舆论界对此持观望态度。（中新社）,yuncaijing
44363,2019-04-08,0.937974,【韩国推出5G商用服务，业界对此持观望态度】随着三星新型5G手机上市，韩国三大电信运营商，即韩国电信公司、SK电讯株式会社和LGU+，开始为普通用户办理5G入网。8日，韩国总统文在寅称，韩国政府正在推行5G国家战略，计划于2022年初建成5G全国网络，将以5G为基础培育新的产业和服务。韩国科学技术信息通信部当天称，将于2026年前创造60万个与5G相关的就业岗位。但受制于资费高、覆盖少等现状，业界和舆论界对此持观望态度。（中新社）,sina
45390,2019-04-09,0.786128,英镑兑美元目前涨0.24%，暂报1.3067。据英国每日电讯报报道，针对不列颠是否举行第二轮脱欧公投，英国首相May考虑给予自由投票，从而争取在与主要反对派工党磋商时打破僵局。,sina
45986,2019-04-10,0.730612,  据每日电讯报：英国财政大臣哈蒙德暗示议员可以撤销里斯本第50条，以避免无协议脱欧带来的英镑暴跌。,sina
58217,2019-04-10,0.536923,"英镑兑美元亚太盘初交投于1.3050附近，当前跌幅0.04%。据英国每日电讯报报道，英国财政大臣Hammond，暗示议员们可能会撤销欧盟条约第50条，以防范不列颠无协议脱欧不利于英镑的价值。
",wallstreetcn
47164,2019-04-12,0.0669543,【新华社旗下媒体：著作权要保护 “维权碰瓷”不可纵容！】新华每日电讯文章指出，纵容“维权碰瓷”之风，势必吸引更多心术不正之人，既浪费宝贵的司法资源，又会进一步扭曲版权保护的生态，还给正常宣传报道带来干扰。此次由黑洞照片版权引发的风波与讨论，正好提供了一个审视司法实践的契机，法院在审理相关案件时应该注意，既切实推进版权保护工作，又不给“维权碰瓷”可乘之机。,sina
9785,2019-04-12,0.377623,新华每日电讯文章指出，纵容“维权碰瓷”之风，势必吸引更多心术不正之人，既浪费宝贵的司法资源，又会进一步扭曲版权保护的生态，还给正常宣传报道带来干扰。,10jqka
25516,2019-04-12,0.36245, 云财经讯，新华每日电讯文章指出，纵容“维权碰瓷”之风，势必吸引更多心术不正之人，既浪费宝贵的司法资源，又会进一步扭曲版权保护的生态，还给正常宣传报道带来干扰。此次由黑洞照片版权引发的风波与讨论，正好提供了一个审视司法实践的契机，法院在审理相关案件时应该注意，既切实推进版权保护工作，又不给“维权碰瓷”可乘之机。,yuncaijing
30854,2019-04-12,0.0669543,【新华社旗下媒体：著作权要保护 “维权碰瓷”不可纵容！】新华每日电讯文章指出，纵容“维权碰瓷”之风，势必吸引更多心术不正之人，既浪费宝贵的司法资源，又会进一步扭曲版权保护的生态，还给正常宣传报道带来干扰。此次由黑洞照片版权引发的风波与讨论，正好提供了一个审视司法实践的契机，法院在审理相关案件时应该注意，既切实推进版权保护工作，又不给“维权碰瓷”可乘之机。,eastmoney
47940,2019-04-15,0.433552,哈萨克斯坦把一季度原油产量同比提高了4.2%。（国际文传电讯社）,sina
60816,2019-04-15,0.433552,"哈萨克斯坦把一季度原油产量同比提高了4.2%。（国际文传电讯社）
",wallstreetcn
64359,2019-04-20,0.552277,"英国首相May所属托利党考虑在首相May信任案投票上改变规则。（英国每日电讯报）
",wallstreetcn
65868,2019-04-23,0.562987,"英国政府谈判投资TechMet。（英国每日电讯报）
",wallstreetcn
33925,2019-04-23,0.965389,【中国联通联手八家国际运营商成立5G国际合作联盟】中国联通宣布与8家国际运营商共同发布了5G国际合作联盟，包括西班牙电信集团、德国电信亚太全权代理公司Marveltec公司、日本电报电话公司、法国电信集团、英国电信、中信国际电讯集团有限公司、美国信宇科技公司、BICS公司等。(36氪),eastmoney
51625,2019-04-23,0.968782, 【中国联通联手八家国际运营商成立5G国际合作联盟】中国联通宣布与8家国际运营商共同发布了5G国际合作联盟，包括西班牙电信集团、德国电信亚太全权代理公司Marveltec公司、日本电报电话公司、法国电信集团、英国电信、中信国际电讯集团有限公司、美国信宇科技公司、BICS公司等。（36氪）,sina
65583,2019-04-23,0.968782,【中国联通联手八家国际运营商成立5G国际合作联盟】中国联通宣布与8家国际运营商共同发布了5G国际合作联盟，包括西班牙电信集团、德国电信亚太全权代理公司Marveltec公司、日本电报电话公司、法国电信集团、英国电信、中信国际电讯集团有限公司、美国信宇科技公司、BICS公司等。（36氪）,wallstreetcn
66609,2019-04-24,0.386034,英国首相特蕾莎·梅担任主席的国家安全委员会4月23日同意让华为参与诸如天线、其它“非核心”基础设施之类的5G网络建设。（英国每日电讯报）,wallstreetcn
66412,2019-04-24,0.537126,"【早间要闻汇总】
A股主板指数午前急速跳水，次新、上海本地股跌幅居前。
中国央行实施一年期2674亿元TMLF操作，利率3.15%，与上期持平。
人民币兑美元中间价报6.7205，下调123点。
澳大利亚一季度CPI低于预期，澳元兑美元一度跌1%，澳洲股指创11年新高。
英国每日电讯报：英国国家安全委员会同意华为参与5G网络非核心基础设施建设。
马斯克：特斯拉将在一季度安全性报告中披露车辆起火数据。
三星将在2030年底前向逻辑芯片业务投资133万亿韩元。
张勇卸任天猫法定代表人，蒋凡接任。
澎湃：专家初步判定被指“自燃”的特斯拉为电池短路。
",wallstreetcn
52359,2019-04-24,0.300658,【英媒：英国将允许华为有限参与5G网络建设】据英国《每日电讯报》报道，英国将允许华为有限参与其5G移动网络建设。该报道称，特雷莎·梅领导的英国国家安全委员会同意允许华为参与建设5G移动设施的“非核心”部分，比如天线。华为已经参与了英国现有非核心移动网络的建设。,sina
34399,2019-04-24,0.300658,【英媒：英国将允许华为有限参与5G网络建设】据英国《每日电讯报》报道，英国将允许华为有限参与其5G移动网络建设。该报道称，特雷莎·梅领导的英国国家安全委员会同意允许华为参与建设5G移动设施的“非核心”部分，比如天线。华为已经参与了英国现有非核心移动网络的建设。,eastmoney
28722,2019-04-24,0.508636,云财经讯，英国首相特蕾莎·梅担任主席的国家安全委员会4月23日同意让华为参与诸如天线、其它“非核心”基础设施之类的5G网络建设（英国每日电讯报）,yuncaijing
66610,2019-04-24,0.448754,"据英国每日电讯报报道，英国首相特里莎·梅担任主席的国家安全委员会4月23日同意让华为参与诸如天线、其它“非核心”基础设施之类的5G网络建设。
",wallstreetcn
67644,2019-04-26,0.33433,"俄罗斯就石油污染问题称：在Samaratransneft终端检测到污染源。（国际文传电讯社）
",wallstreetcn
54101,2019-04-28,0.82842,【捷豹路虎正在考虑收购小型汽车运营商Addison Lee】据英国《每日电讯报》报道，捷豹路虎汽车有限公司正在考虑收购小型汽车运营商Addison Lee。Addison Lee的所有者凯雷集团(Carlyle Group)已聘请美国银行(Bank of America)和罗斯柴尔德(Rothschild)，试图以3亿至5亿英镑的目标价格出售该业务。报道援引消息人士的话称，捷豹路虎和其他汽车制造商、科技公司和私募股权公司正在评估竞购。,sina
54506,2019-04-29,0.966946,【中国驻英大使：相信英国在5G网络建设问题上将做出独立正确的决策】中国驻英国大使刘晓明28日在英主流报纸《星期日电讯报》上刊登署名文章《英国能够也应该与华为合作建设5G网络》表示，相信英国在5G网络建设问题上将做出独立、正确的决策。刘晓明说，中英两国在维护自由贸易、反对保护主义问题上肩负着共同的责任和担当。在5G网络建设方面，中国反对任何国家对任何企业采取歧视性举措，希望英国继续保持开放，维持公平竞争环境。（新华社）,sina
11403,2019-04-29,0.724562,据英国《每日电讯报》报道，就在跟高通达成和解协议之前，苹果刚刚挖走了英特尔的5G调制解调器首席开发员乌玛先卡·斯亚咖依。,10jqka
35812,2019-04-29,0.966946,【中国驻英大使：相信英国在5G网络建设问题上将做出独立正确的决策】中国驻英国大使刘晓明28日在英主流报纸《星期日电讯报》上刊登署名文章《英国能够也应该与华为合作建设5G网络》表示，相信英国在5G网络建设问题上将做出独立、正确的决策。刘晓明说，中英两国在维护自由贸易、反对保护主义问题上肩负着共同的责任和担当。在5G网络建设方面，中国反对任何国家对任何企业采取歧视性举措，希望英国继续保持开放，维持公平竞争环境。（新华社）,eastmoney
35733,2019-04-29,0.936155,【中国驻英大使刘晓明：英国擅长独立思考 能够也应该与华为合作建设5G网络】据中华人民共和国驻大不列颠及北爱尔兰联合王国大使馆官网消息，当地时间4月28日，英国主流大报《星期日电讯报》纸质版和网络版刊登刘晓明大使署名文章《英国能够也应该与华为合作建设5G网络》，文章称，相信英国在5G独立网络建设问题上将做出独立、正确的决策。（21世纪）,eastmoney
54860,2019-04-30,0.310648,消息人士：俄罗斯4月原油产量为1123万桶/日。（国际文传电讯社）,sina
55380,2019-05-01,0.672905,  【美司法部长据称不插手T-Mobile并Sprint审批】《纽约邮报》引述消息人士称，美国司法部长William Barr决定不插手该国第三大电讯商T-Mobile US与第四大电讯商Sprint价值260亿美元的合并交易。美港电讯获悉，这一交易现时正由以Makan Delrahim为首的司法部反垄断部门和美国联邦通信委员会评估，但这两个机构仍未作出最后决定。William Barr去年12月底提交给操守委员会的资料显示，他持有T-Mobile债券，价值介乎1.5万至5万美元，另持有Sprint债券，价值少于1001美元。他预期在确认出任司法部长后90天内已出售相关债券，而他的确认日期为2月14日。,sina
55394,2019-05-01,0.984025,【正值国际市场销量增速放缓之际 亚马逊推出面向中东的新平台】当地时间周二，亚马逊宣布推出一个面向中东的新平台Amazon.ae，同时关闭两年前以5.8亿美元收购的电商平台Souq。美港电讯发现，客户若点击“Souq.com”，则会自动出现跳转至Amazon.ae的选项。据悉，推出Amazon.ae的时机正值亚马逊国际市场销量增速放缓。最近一个季度中，亚马逊国际市场的销量仅同比增长9%至1620亿美元，逊于市场预期。,sina
30615,2019-05-03,0.785331,云财经讯，据CNBC报道，伯克希尔哈撒韦公司（BRK.A.N、BRK.B.N）一直在买入亚马逊（AMZN.O）股票，但巴菲特并不是购买行动的幕后推手。在受访时，巴菲特表示，“办公室里管钱的一个人买了一些亚马逊的股票，所以这会出现在13F文件中。”美港电讯获悉，巴菲特一直是亚马逊及其CEO贝佐斯的粉丝，曾多次在公开场合不吝肯定。但尽管如此，他此前从未买入亚马逊的股票。,yuncaijing
71855,2019-05-06,0.0377559,"【陈亮否认彭翼捷退出阿里系：工商信息变更是正常行为】针对“阿里合伙人彭翼捷全面退出阿里系”的传言，蚂蚁金服副总裁陈亮在朋友圈回应称，彭翼捷是蚂蚁金服的在职员工，并担任首席市场官，工商信息变更是公司治理的正常行为。美港电讯获悉，天眼查数据显示，近日，上海云进信息技术有限公司法定代表人由彭翼捷变更为韩歆毅，在工商信息方面，彭翼捷已陆续退出多家阿里系公司。
",wallstreetcn
57713,2019-05-08,0.978043,  【传苹果已看好在印度开店的目标地点 锁定孟买高端地段】据外媒援引知情人士，苹果已针对其在印度开设零售店的目标地址列出了一个简短的清单，该公司瞄准了孟买的几个高端地段，而最终决定则将在接下来数周内做出。知情人士还称，苹果在印度开店的目标地点能够与该公司位于美国纽约第五大道、法国巴黎香榭丽舍大街和英国伦敦摄政街的旗舰店相媲美。美港电讯获悉，此前印度一度禁止苹果在该国开店，而如今苹果有意深入印度市场，且正与政府就其零售扩张计划进行洽谈。,sina
74992,2019-05-10,0.966163,"5月10日，新华每日电讯发布了题为《区块链有望像移动支付一样普及》的文章。文章解释了什么是区块链，并表示，2018年，华为、网易等公司在加速入局区块链。巨头公司越来越趋向于做互联网络的基础设施和技术开放平台,供中小创业者做应用层及产品层的创新。此外，文章列举了目前区块链在公益善款追溯领、商品溯源领域、城市服务领域、发票流转、保险、跨境支付领域、司法确权和维权领域、版权和原创保护领域的应用。
",wallstreetcn
59798,2019-05-13,0.938208,  【亚马逊支持员工进行配送业务创业】据MarketBeat报道，亚马逊今日宣布向员工提供一项激励计划，如果员工放弃现在的工作、进行亚马逊产品快递配送业务方面的创业，公司可以向其提供1万美元的启动资金，还将提供相当于该员工在职最后三个月薪资的资金。该计划同时向全职和兼职的亚马逊员工开放。美港电讯获悉，亚马逊正寻求将Prime会员的发货时间从两天缩短至一天，该公司将新的激励措施视为加快送货上门速度的一种方式。,sina
39931,2019-05-14,0.0495073,【沽空机构GMT指长和(00001)隐瞒577亿港元债务 为获取廉价贷款和高评级】5月14日，智通财经监测到，研究机构GMT Research发布沽空报告，称长和(00001)近日发布的年报显示，与收购意大利电讯商Wind Tre相关的会计调整，加上2015年重组的残余影响，推动其2018财年利润增加了约132亿港元，涨幅达38%。（智通财经网）,eastmoney
61259,2019-05-15,0.187833, 电信股在香港下跌，和记电讯香港领跌，跌8.06%，中国电信跌1.02%，中国移动跌0.49%。,sina
62235,2019-05-17,0.899247,【中国移动香港接通全港首个5G语音通话及视频通话 】5月17日为世界电讯日，中国移动香港举行新闻发布会展示以5G手机通过5G网络，成功接通香港首个本地及跨境语音通话及视频通话。（新华社）,sina
79013,2019-05-17,0.529371,"英国央行指责欧盟对不列颠监管持不确切的看法。（英国每日电讯报）
",wallstreetcn
63412,2019-05-20,0.526391,【腾讯暂停更新《权游》 无版权网站趁机推资源或涉侵权】美港电讯20日讯，5月18日8点整，腾讯控股美剧频道通过官方微博发布消息，《权力的游戏》第八季第6集，因为介质传输问题不能如期上线，播出时间将另行通知。剧集的链接。,sina
14515,2019-05-21,0.4548,内地三大电讯商昨日齐公布4月运营数据。期内，三大电讯商的移动用户数净增长均有所放缓，其中中国移动录得净上客16.1万户，较3月的282.2万户大幅下挫94.29%。4G用户数方面，中国移动录得负增长，于4月流失了71.8万户客户，中国联通及中国电信的...,10jqka
64382,2019-05-21,0.961943,  【可口可乐保留持有非洲入瓶业务】美港电讯21日讯，可口可乐决定，放弃重新推出非洲入瓶专利的计划，在可见的未来仍会保留非洲入瓶业务分支Coca- Cola Beverages Africa（CCBA）大股东身份。美港电讯获悉，这家全球最大软饮商原先希望通过重新推出非洲入瓶专利作为重整全球业务的一部分，减少在制造及分销的资源投入，集中拓展饮品业务，以强化边际利润率。此外，可口可乐还表示，将重新修订2019年第二季财务报表，以反映CCBA继续成为集团持续营运业务的情况。,sina
64386,2019-05-21,0.909228,  【墨西哥财政部对Uber等公司采取新税收计划 6月1日起生效】美港电讯21日讯，当地时间周一，墨西哥财政部宣布为叫车和食品配送技术公司制定了向司机扣税的计划，Uber、Rappi和Cabify等公司均在列。墨西哥政府正寻求增加税收总额，理由是与其他拉美国家相比，墨西哥的税收太低，急需增加公共收入。美港电讯获悉，Uber方面已对此作出回应。Uber称，与墨西哥当局达成的这一新税收计划将于6月1日实施。而根据新计划，每月增值税预扣8%，收入所得税预扣3%-9%。,sina
64985,2019-05-22,0.98602,【苹果更新两款MacBook Pro 包括旗下首款8核Pro】苹果在官网宣布，公司更新了其MacBook Pro，这款Pro为15英寸，搭载了第8代和第9代英特尔核心处理器，而这也是苹果首款8核MacBook Pro。这款新MacBook Pro的性能是四核MacBook Pro的两倍，且较六核MacBook Pro高出40%。美港电讯获悉，此次更新的还有一款13英寸的MacBook Pro，其触控条（Touch Bar）得以升级。价格方面，本次更新的13英寸和15英寸MacBook Pro的起售价分别为1799美元、2399美元，两款产品皆于今日正式上线苹果官网。,sina
82371,2019-05-23,0.951477,"英镑兑美元目前持稳于1.2660。据英国每日电讯报报道，英国议会1922委员会的领导层希望首相May于5月24日宣布，自己将于6月10日之前辞去保守党的党首职务。
",wallstreetcn
65507,2019-05-23,0.951477,英镑兑美元目前持稳于1.2660。据英国每日电讯报报道，英国议会1922委员会的领导层希望首相May于5月24日宣布，自己将于6月10日之前辞去保守党的党首职务。,sina
65518,2019-05-23,0.900908,英镑兑美元目前跌0.33%，暂报1.2625。据英国每日电讯报报道，英国首相May办公室正考虑从议会撤销关于脱欧协议的议案，保守党担心会协议将在议会面临更大范围的反对声音。,sina
82393,2019-05-23,0.900908,"英镑兑美元目前跌0.33%，暂报1.2625。据英国每日电讯报报道，英国首相May办公室正考虑从议会撤销关于脱欧协议的议案，保守党担心会协议将在议会面临更大范围的反对声音。
",wallstreetcn
82903,2019-05-24,0.539998,"俄罗斯彼尔姆地区的天然气管线起火。（国际文传电讯社）
",wallstreetcn
65918,2019-05-24,0.562834,俄罗斯彼尔姆地区的天然气管线发生火灾。 （国际文传电讯社）,sina
83371,2019-05-25,0.752722,"英国Amber Rudd排除自己角逐保守党党首的可能性，她已于2018年辞去英国内阁大臣职务。（英国每日电讯报）
",wallstreetcn
66563,2019-05-27,0.97469,  【传至少8家竞购方准备竞购麦德龙 包括腾讯和阿里巴巴】据外媒援引多位知情人士的消息称，至少有8家竞购者正准备对德国零售批发超市集团麦德龙（Metro）中国业务的多数股权进行第二轮竞购。知情人士还称，竞购方包括私募股权投资公司博裕资本和房地产开发商万科组成的财团、厚朴投资与生鲜移动电商平台美菜网组成的财团，以及高瓴资本与永辉超市组成的财团。美港电讯获悉，还有消息称，腾讯控股正考虑加入永辉超市财团，而阿里巴巴集团准备与大润发联手发起竞购，此外沃尔玛百货也在竞购名单之列。,sina
67516,2019-05-28,0.772835,罗斯柴尔德计划在美国展开新的业务扩张。（英国每日电讯报）,sina
84677,2019-05-28,0.772835,"罗斯柴尔德计划在美国展开新的业务扩张。（英国每日电讯报）
",wallstreetcn
69333,2019-05-31,0.168795,【SWIFT：4月人民币国际支付占比略降 国际排名连半年在第五】环球同业银行金融电讯协会(SWIFT)最新报告称，4月人民币维持国际支付第五大最活跃货币，其份额从3月的1.89%略降至1.88%。4月美元、欧元和英镑分别以40.76%、33.16%和7.11%的占比位居前三，日元以3.47%的占比排在第四。,sina
45667,2019-05-31,0.153773,【SWIFT:4月人民币国际支付占比略降 国际排名连半年在第五】环球同业银行金融电讯协会(SWIFT)最新报告称，4月人民币维持国际支付第五大最活跃货币，其份额从3月的1.89%略降至1.88%。4月美元、欧元和英镑分别以40.76%、33.16%和7.11%的占比位居前三，日元以3.47%的占比排在第四。,eastmoney
87170,2019-06-01,0.540426,"英国首相候选人Javid重申将带领不列颠无协议脱欧。（英国每日电讯报）
",wallstreetcn
87215,2019-06-01,0.897136,"据英国每日电讯报报道，美国国家安全顾问Bolton在总统特朗普访问不列颠之前宣称，美国希望英国脱离欧盟。
（英镑兑美元目前涨0.2%，暂报1.2632。）
",wallstreetcn
69819,2019-06-01,0.897136,据英国每日电讯报报道，美国国家安全顾问Bolton在总统特朗普访问不列颠之前宣称，美国希望英国脱离欧盟。（英镑兑美元目前涨0.2%，暂报1.2632。）,sina
70037,2019-06-03,0.953423,  【DOJ和FTC开始调查科技巨头反垄断问题 亚马逊等巨头股价均下挫】美港电讯3日讯，有媒体报道称，反垄断监管机构正在加大对科技巨头的监管力度。《华盛顿邮报》报道称，美国反垄断执法机构就科技企业监管达成了一项新协议，亚马逊和Facebook的股价周一均下跌逾3%，市值分别减少了约280亿美元和200亿美元。在《华尔街日报》报道美国司法部准备展开反垄断调查后，谷歌的股价跌超6%，市值缩水约490亿美元，至约7200亿美元。,sina
38661,2019-06-04,0.979819,云财经讯，据韩国媒体报道，韩国科技巨头三星电子已经开设一个新的研究中心，用于开发6G移动网络的核心技术。报道引述三星消息人士表示，该公司综合研发机构三星研究所(Samsung Research)对该先进的蜂窝技术进行广泛的研究，最近对新一代电讯研究团队进行升级，以加速6G解决方案和标准化的发展。三星电子相关人士称，本次调整是为了配合5G商用化服务的扩张，加强移动通讯先导技术和标准方面研究组织的功能和作用。,yuncaijing
17436,2019-06-04,0.781125,报道引述三星消息人士表示，该公司综合研发机构三星研究所(Samsung Research)对该先进的蜂窝技术进行广泛的研究，最近对新一代电讯研究团队进行升级，以加速6G解决方案和标准化的发展。,10jqka
89615,2019-06-05,0.528971,"谷歌针对欧盟罚款“非法”广告科技一事提出上诉。（英国每日电讯报）
",wallstreetcn
72761,2019-06-07,0.596262,如果获邀，俄罗斯准备向委内瑞拉派遣更多专家。（国际文传电讯社）,sina
90605,2019-06-07,0.596262,"如果获邀，俄罗斯准备向委内瑞拉派遣更多专家。（国际文传电讯社）
",wallstreetcn
90721,2019-06-07,0.548431,"英国Hancock希望科技巨头们支付“亚马逊税”。（英国每日电讯报）
",wallstreetcn
18447,2019-06-10,0.927231,据安永发布的2018年IPO报告显示，2018年香港市场共有218家公司新上市(包括由GEM转到主板的上市公司)，较2017年的174家上升25%，上市公司中主要有建筑、房地产类49家，电讯/信息系统开发类21家，银行证券金融服务19家，餐饮食品17家，生物医药类1...,10jqka
91273,2019-06-10,0.611117,"沙特石油部长Falih：一些沙特公司考虑参与俄罗斯东部甲醇厂项目。（国际文传电讯社）
",wallstreetcn
73875,2019-06-11,0.281075,  【富国银行寻找CEO人选遇挫 遭两名候选人拒绝】美港电讯11日讯，富国银行在让顶级银行家对其公开CEO职位产生兴趣一事上遇挫。据知情人士透露，富国银行已经接触了几位顶级候选人，包括摩根大通消费银行负责人Gordon Smith、匹兹堡金融服务集团CEO William Demchak和美国合众银行前CEO Richard Davis等。Demchak和Davis已经表示放弃了这一职位。富国银行将不放弃摩根大通的Gordon Smith，但据其心腹透露，Smith并不愿接受这份工作，可能会留在摩根大通。管理美国第四大银行并不是一份吸引人的工作，该行新任CEO将不得不在修复诸多问题、重振关键业务和恢复公司声誉之间周旋。,sina
75911,2019-06-14,0.602653,【俄罗斯和欧盟将促进以卢布和欧元进行贸易结算】 国际文传电讯社援引俄罗斯财政部长Anton Siluanov的发言人Andrei Lavrov的话报道称，俄罗斯和欧盟已同意组建联合工作组，促进以卢布和欧元而不是美元进行贸易结算。Siluanov与欧盟委员会副主席Maros Sefcovic在莫斯科会谈时就在包括能源交易的贸易活动中使用欧元和卢布达成协议。,sina
50204,2019-06-16,0.191326,"【涉万亿地下钱庄大案惊心！不必真金白银兑换 只需境内外转移资金""对敲""！直接就赚汇率差价和手续费】6月14日，《新华每日电讯》曝光一起特大地下钱庄案，涉案流转资金高达万亿元，涉及300余家报关行和1300余家公司企业，是目前国内规模最大的地下钱庄案。(券商中国)",eastmoney
20019,2019-06-17,0.856247,据美港电讯17日报道，杰富瑞分析师Andy Barish将星巴克（SBUX.O）的目标价从89美元上调至96美元，并维持买入评级。星巴克上周五收高0.89美元，至84.24美元。尽管投资者担心市场状况会影响该公司的发展，但相信其在中国的品牌发展几乎不存在风险...,10jqka
20171,2019-06-17,0.331483,据美港电讯消息，阿里巴巴集团日前提交给美国证券交易委员会的一份文件显示，公司提议分拆其八分之一的股票，且称拟议中的股票分割“将增加以较低每股价格发行的股票数量，董事会认为，这将增加公司未来筹资活动的灵活性，包括发行新股”。,10jqka
21507,2019-06-22,0.300659,国际文传电讯社布鲁塞尔6月21日电，欧洲理事会主席图斯克在推特上发文称，在布鲁塞尔举行的欧盟峰会已作出政治决定，由于未能全面履行明斯克协议，欧盟将对俄罗斯的经济制裁再延长半年。欧洲理事会发言人巴图称，“在克里米亚和塞瓦斯托波尔被俄...,10jqka
21844,2019-06-24,0.976153,据美港电讯消息，截至目前，已经有25家在美国上市的科技公司通过IPO筹集了190亿美元，这些公司在上市第一天便盈利34%，创2013年以来最佳表现，同时这些公司股价的已经平均上涨30%。,10jqka
79599,2019-06-24,0.922978,【瑞信下调标普500指数每股收益预期 维持年底3025点目标位】瑞士信贷首席美国股票策略师Jonathan Golub将今年标普500指数成分股的每股收益预期从170美元下调至166.5美元，原因是油价下跌以及美光科技、Facebook等科技公司的基本面疲软。美港电讯获悉，Golub还将标普500指数的年终目标保持在3025点，较上周五收盘点位高2.5%。,sina
21640,2019-06-24,0.71202,据美港电讯消息，此前已经被罚款9.97亿欧元（11.3亿美元）的高通可能再度面临欧盟巨额罚款，罚款命令可能在下个月下达。,10jqka
22009,2019-06-25,0.622357,电讯首科发布截至2019年3月31日年度业绩，收益同比减少33.5%至6599.2万港元;年度溢利同比减少62.8%至940.2万港元;每股收益0.0733港元。,10jqka
